Arist(s) Name|Track Name|Album Name|Length|SpotifyID|ISRC|Release Date|Popularity
Imagine Dragons | Mouth Of The River | Evolve | 00:03:41 | 7fz2ClBknteKGZqw5e1PQr | USUM71704657 | 2017-06-23 | 0
Imagine Dragons | Thunder | Evolve | 00:03:07 | 7BrsBU0BAytRDvROM4yCbn | USUM71704167 | 2017-06-23 | 0
Jon Bellion | All Time Low | The Human Condition | 00:03:37 | 0SuLAslEMFZAXf0SwY7syi | USUM71603666 | 2016-06-10 | 68
Jon Bellion | Woke The F*ck Up | The Human Condition | 00:03:39 | 1zTW7xRtxmprjTUDi6bAHg | USUM71603712 | 2016-06-10 | 54
Jon Bellion | Overwhelming | The Human Condition | 00:02:52 | 48LwbDH7u5UMrsY3sjfjhe | USUM71603673 | 2016-06-10 | 58
Jon Bellion | Morning In America | The Human Condition | 00:04:25 | 2JXNOtb0ANe6MzgRYDQG2J | USUM71507432 | 2016-06-10 | 51
Jon Bellion; Travis Mendes | Guillotine | The Human Condition | 00:03:28 | 2FK1qmw8XNBqUe5CcgTVnE | USUM71602918 | 2016-06-10 | 59
The Maine | Don't Come Down | Lovely Little Lonely | 00:03:12 | 47ojH5LeQhl1ZltSAHBEFF | QMEU31700194 | 2017-04-07 | 52
Enrique Iglesias; Descemer Bueno; Gente De Zona | Bailando - Spanish Version | SEX AND LOVE (Deluxe) | 00:04:03 | 32lm3769IRfcnrQV11LO4E | GBUM71400955 | 2014-03-17 | 67
Smash Mouth | All Star | Astro Lounge | 00:03:20 | 3cfOd4CMv2snFaKAnMdnvK | USIR19902220 | 1999-06-08 | 81
Pixies | Where Is My Mind? | Surfer Rosa (Remastered) | 00:03:56 | 6mcxQ1Y3uQRU0IHsvdNLH1 | GBAFL0700145 | 1988 | 2
Mike Posner; Gigamesh | Cooler Than Me - Single Mix | 31 Minutes to Takeoff | 00:03:33 | 2V4bv1fNWfTcyRJKmej6Sj | USJAY1000035 | 2010-08-09 | 80
Daft Punk | Harder, Better, Faster, Stronger | Discovery | 00:03:46 | 5W3cjX2J3tjhG8zb6u0qHn | GBDUW0000059 | 2001-03-12 | 75
New Politics | Harlem | A Bad Girl In Harlem | 00:02:43 | 573latfTMO7SpGtStVrQx5 | USRC11201574 | 2013-05-17 | 54
OneRepublic | All The Right Moves | Waking Up | 00:03:58 | 5XRHGXut00SrJUFmcn2lQF | USUM70984099 | 2009-01-01 | 72
OneRepublic | Secrets | Waking Up | 00:03:44 | 1NhPKVLsHhFUHIOZ32QnS2 | USUM70985644 | 2009-01-01 | 79
OneRepublic | Good Life | Waking Up | 00:04:13 | 6OtCIsQZ64Vs1EbzztvAv4 | USUM70999110 | 2009-01-01 | 77
Diddy - Dirty Money; Skylar Grey | Coming Home | Last Train To Paris | 00:03:58 | 6Iocm6VMu6bVNYwiDoyQFW | USUM71027542 | 2010-01-01 | 68
Why Don't We | 8 Letters | 8 Letters | 00:03:10 | 4zRZAmBQP8vhNPf9i9opXt | USAT21810389 | 2018-08-31 | 78
Steve Aoki; Chris Lake; Tujamo; Kid Ink | Delirious (Boneless) (feat. Kid Ink) | Delirious (Boneless) (feat. Kid Ink) | 00:03:43 | 7sR0j3bGUnugz07ZDtqLU7 | USUS11202723 | 2014-06-24 | 46
Twenty One Pilots | House of Gold | Vessel | 00:02:43 | 36tghkPg1AO4HsAzo6YpPp | USAT21203514 | 2013-01-08 | 71
Jessie J; Ariana Grande; Nicki Minaj | Bang Bang | Sweet Talker (Deluxe Version) | 00:03:19 | 0puf9yIluy9W0vpMEUoAnN | USUM71409737 | 2014-10-10 | 82
Justin Timberlake; Timbaland | SexyBack (feat. Timbaland) | FutureSex/LoveSounds | 00:04:02 | 0O45fw2L5vsWpdsOdXwNAR | USJI10600269 | 2006-09-12 | 84
Rudimental; Jess Glynne; Macklemore; Dan Caplen | These Days (feat. Jess Glynne, Macklemore & Dan Caplen) | These Days (feat. Jess Glynne, Macklemore & Dan Caplen) | 00:03:30 | 5CLGzJsGqhCEECcpnFQA8x | GBAHS1701239 | 2018-01-19 | 73
Imagine Dragons | Warriors | Smoke + Mirrors | 00:02:50 | 0mZriPjLPG9PExNzKQ3NVS | USUM71414163 | 2014-09-18 | 54
Jesse McCartney | Leavin' | Departure - Recharged | 00:03:36 | 20ORwCJusz4KS2PbTPVNKo | USHR10823703 | 2008 | 64
Metro Station | Shake It | Metro Station | 00:02:59 | 5619Ojc6t9evEEs3B7Drhe | USSM10702537 | 2007-09-18 | 70
Linkin Park | What I've Done | Minutes to Midnight | 00:03:25 | 18lR4BzEs7e3qzc0KVkTpU | USWB10700721 | 2007-05-14 | 84
Outkast | Ms. Jackson | Stankonia | 00:04:30 | 0I3q5fE6wg7LIfHGngUTnV | USLF20000357 | 2000-10-31 | 85
Britney Spears | Womanizer | Circus (Deluxe Version) | 00:03:44 | 4fixebDZAVToLbUCuEloa2 | USJI10800838 | 2008-12-02 | 82
Cascada | Everytime We Touch | Everytime We Touch (Premium Edition) | 00:03:17 | 5YJtMNWKe55yr49cyJgxva | DEZ620500053 | 2010-02-12 | 77
Flo Rida; Kesha | Right Round | R.O.O.T.S. (Route of Overcoming the Struggle) | 00:03:24 | 3GpbwCm3YxiWDvy29Uo3vP | USAT20900156 | 2009-03-23 | 82
Secondhand Serenade | Fall For You | A Twist In My Story | 00:03:05 | 7lWF2mVr1KKbVnaT2nSlPo | USYAH0700007 | 2008-01-15 | 0
Young the Giant | My Body | Young The Giant (Special Edition) | 00:04:04 | 1KDYN3odJHnj9pqGHN3FVs | NLA321090396 | 2011 | 57
Young the Giant | Cough Syrup | Young The Giant (Special Edition) | 00:04:09 | 1UqhkbzB1kuFwt2iy4h29Q | NLA321090389 | 2011 | 72
Nelly Furtado | Maneater | Loose | 00:04:18 | 4wH4dJgrsxONID6KS2tDQM | USUM70601449 | 2006-01-01 | 86
Nelly Furtado; Timbaland | Promiscuous | Loose | 00:04:02 | 2gam98EZKrF9XuOkU13ApN | USUM70603473 | 2006-01-01 | 87
Nelly Furtado | Say It Right | Loose | 00:03:43 | 2aI21FnmY7TJVKeMaoQZ0t | USUM70603368 | 2006-01-01 | 84
Quinn XCII | Stacy | Stacy | 00:02:48 | 1pyGo7knT3LE2I1FJIrwdX | USSM11903856 | 2019-06-21 | 0
Hoobastank | The Reason | The Reason (15th Anniversary Deluxe) | 00:03:52 | 77loZpT5Y5PRP1S451P9Yz | USIR20300704 | 2003-12-09 | 13
Blackstreet; Dr. Dre; Queen Pen | No Diggity | Another Level | 00:05:04 | 6MdqqkQ8sSC0WB4i8PyRuQ | USIR19600978 | 1996-09-09 | 81
Gavin DeGraw | Not Over You | Sweeter | 00:03:38 | 6j7hih15xG2cdYwIJnQXsq | USJAY1100058 | 2011-09-16 | 65
The Lumineers | Ophelia | Cleopatra | 00:02:40 | 3d8y0t70g7hw2FOWl9Z4Fm | USDMG1673802 | 2016-04-08 | 10
Hilary Duff | Come Clean | Metamorphosis | 00:03:34 | 2TZ1apxMDlubCGMsOxcTbT | USWD10321459 | 2003-01-01 | 63
Soulja Boy; Sammie | Kiss Me Thru The Phone | iSouljaBoyTellem | 00:03:13 | 2q4rjDy9WhaN3o9MvDbO21 | USUM70848200 | 2008-01-01 | 82
Jagwar Twin | Loser | Subject To Flooding | 00:02:55 | 18OXm8xAxwMv0XxadfeqmF | USAT21902469 | 2019-04-26 | 49
Jason Derulo | It Girl | Future History (Deluxe Edition) | 00:03:12 | 4fINc8dnfcz7AdhFYVA4i7 | USWB11102211 | 2011-09-16 | 72
Sean Paul | Temperature | The Trinity | 00:03:38 | 0k2GOhqsrxDTAbFFSdNJjT | USAT20505520 | 2005-09-27 | 85
Childish Gambino | Bonfire | Camp | 00:03:12 | 799f6Ih1Pu4AUApMyXhxUc | USYAH1100339 | 2011-11-15 | 4
Katy Perry | Firework | Teenage Dream | 00:03:47 | 0kUMtZVaYb7EETkBdrEXXA | USCA21001262 | 2010-08-24 | 58
Sean Kingston | Fire Burning | Tomorrow | 00:03:59 | 2oENJa1T33GJ0w8dC167G4 | USSM10902107 | 2009-09-07 | 77
Imagine Dragons | Whatever It Takes | Evolve | 00:03:21 | 6Qn5zhYkTa37e91HC1D7lb | USUM71703515 | 2017-06-23 | 84
JoJo | Leave (Get Out) | JoJo | 00:04:02 | 3QigOeWryUCP56I1IlTB9x | USUYG1353158 | 2004-06-22 | 71
Bantams | Honestly | Honestly | 00:02:32 | 6vaYC0QW7vHOVeJZvwvVnK | TCACH1555014 | 2015-07-30 | 28
Taylor Swift | Style | 1989 (Deluxe Edition) | 00:03:51 | 1fo2ctLqj3zBhRQKOXprol | USCJY1431319 | 2014-10-27 | 55
Rihanna | S&M | Loud | 00:04:03 | 2u02eLj96Atd6TBxkH9YvN | USUM71026591 | 2010-11-15 | 58
Kid Quill | Playlist | 94.3 the Reel | 00:03:18 | 0QXbKnplTUrae3P1P7xdq2 | USDHM1716774 | 2017-09-08 | 0
Black Eyed Peas | Boom Boom Pow | THE E.N.D. (THE ENERGY NEVER DIES) | 00:04:11 | 7xRNsqOQOgWbHV1nbXnfXN | USUM70955624 | 2009-01-01 | 3
Coldplay; BTS | My Universe | My Universe | 00:03:48 | 3FeVmId7tL5YN8B7R3imoM | GBAYE2100952 | 2021-09-24 | 77
Beyoncé | Halo | I AM...SASHA FIERCE | 00:04:21 | 4JehYebiI9JE8sR8MisGVb | USSM10804556 | 2008-11-17 | 77
Beyoncé | Single Ladies (Put a Ring on It) | I AM...SASHA FIERCE | 00:03:13 | 5R9a4t5t5O0IsznsrKPVro | USSM10803760 | 2008-11-17 | 70
Lily Allen | Fuck You | It's Not Me, It's You | 00:03:39 | 1GCbc1vpkZA2zhjsSFhmHT | GBAYE0802265 | 2009-01-26 | 61
Bruno Mars; Anderson .Paak; Silk Sonic | Smokin Out The Window | Smokin Out The Window | 00:03:17 | 4iN16F8JtVxG2UTzp3avGl | USAT22105952 | 2021-11-05 | 2
The All-American Rejects | Gives You Hell | When The World Comes Down | 00:03:33 | 6ihL9TjfRjadfEePzXXyVF | USUM70837368 | 2008-01-01 | 75
WALK THE MOON | Anna Sun | Walk The Moon (Expanded Edition) | 00:05:21 | 0B1ir19jaWI1KNDbWbXwEZ | USRC11200002 | 2012-06-19 | 40
J. Cole | Ville Mentality | 4 Your Eyez Only | 00:03:14 | 2z3joGXrdGL2iEjIKQTiN1 | QMJMT1601082 | 2016-12-09 | 64
Kendrick Lamar; Mary J. Blige | Now Or Never - Bonus Track | good kid, m.A.A.d city (Deluxe) | 00:04:16 | 4KjnaUNYPwGnJjoeTFlt91 | USUM71210775 | 2012 | 66
Ed Sheeran; Khalid | Beautiful People (feat. Khalid) | Beautiful People (feat. Khalid) | 00:03:17 | 4evmHXcjt3bTUHD1cvny97 | GBAHS1900885 | 2019-06-28 | 73
Blu Cantrell | Hit 'Em Up Style (Oops!) | So Blu | 00:04:10 | 4zYTZvtcww7OWKie7fxA9E | USAR10100372 | 2001-01-18 | 74
A Boogie Wit da Hoodie; Kodak Black | Drowning (feat. Kodak Black) | The Bigger Artist | 00:03:29 | 1f5cbQtDrykjarZVrShaDI | USAT21701817 | 2017-09-29 | 78
Eminem | The Ringer | Kamikaze | 00:05:37 | 2jt2WxXMCD4zjACthkJQVE | USUM71813329 | 2018-08-31 | 65
Eminem | Greatest | Kamikaze | 00:03:46 | 2XTquzYQAdT1Hk78bOUwsv | USUM71813333 | 2018-08-31 | 60
Eminem | Normal | Kamikaze | 00:03:42 | 0evt4UZbdhnHtcAnxkm6A1 | USUM71813336 | 2018-08-31 | 54
Eminem | Stepping Stone | Kamikaze | 00:05:09 | 60Z57Wdrn0pEVpHI7d7GAX | USUM71813338 | 2018-08-31 | 55
Eminem; Jessie Reyez | Nice Guy (with Jessie Reyez) | Kamikaze | 00:02:30 | 09FfQO3PqHO4HIJL511Ksi | USUM71813342 | 2018-08-31 | 52
Fitz and The Tantrums | Out of My League | More Than Just a Dream (Deluxe Edition) | 00:03:29 | 2AYEOC02WLhUiOoaig2SEH | USAT21300149 | 2013-05-07 | 79
Fitz and The Tantrums | The Walker | More Than Just a Dream (Deluxe Edition) | 00:03:53 | 0Nk7bSn0MItonkR0GNs3mj | USAT21300240 | 2013-05-07 | 64
Black Eyed Peas | Just Can’t Get Enough | The Beginning | 00:03:39 | 3JA9Jsuxr4xgHXEawAdCp4 | USUM71026671 | 2010-01-01 | 82
Twenty One Pilots | Heathens | Heathens | 00:03:15 | 6i0V12jOa3mr6uu4WYhUBr | USAT21601930 | 2016-06-16 | 84
Rihanna | Don't Stop The Music | Good Girl Gone Bad: Reloaded | 00:04:27 | 0ByMNEPAPpOR5H69DVrTNy | USUM70734700 | 2008-06-02 | 85
Rihanna | Disturbia | Good Girl Gone Bad: Reloaded | 00:03:58 | 2VOomzT6VavJOGBeySqaMc | USUM70814476 | 2008-06-02 | 82
Rihanna | Take A Bow | Good Girl Gone Bad: Reloaded | 00:03:49 | 3goSVuTt3fDYDP6kRnFwuL | USUM70809004 | 2008-06-02 | 78
Matchbox Twenty | Our Song | North (Deluxe Edition) | 00:03:00 | 7p7rK9Iuef2LZzZt7hkP6S | USAT21202743 | 2012-08-31 | 49
Jack Johnson | Upside Down | Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George | 00:03:28 | 6shRGWCtBUOPFLFTTqXZIC | USUG10500591 | 2006 | 69
The Offspring | You're Gonna Go Far, Kid | Rise And Fall, Rage And Grace | 00:02:57 | 1FMm3wG5WOhi7js35KR7Ea | USSM10801605 | 2008-06-13 | 4
Gwen Stefani; Eve | Rich Girl | Love. Angel. Music. Baby. (Deluxe Version) | 00:03:56 | 2Y2q7PkD7lvuWr8YaZfWuv | USIR10400846 | 2004-11-12 | 71
Gwen Stefani | Hollaback Girl | Love. Angel. Music. Baby. (Deluxe Version) | 00:03:19 | 0LzrhCZFXW94Y8nwtTuRlw | USIR10400847 | 2004-11-12 | 74
Arianne | KOMM, SUSSER TOD - M-10 Director's Edit Version | Evangelion Finally | 00:07:46 | 0DI3WNmIyfi2GZLQwhYDQC | JPKI09716710 | 2020-12-04 | 58
Michael Bublé | Haven't Met You Yet | Crazy Love | 00:04:04 | 4fIWvT19w9PR0VVBuPYpWA | USRE10901437 | 2009-10-06 | 73
CeeLo Green | Fuck You | The Lady Killer | 00:03:42 | 4ycLiPVzE5KamivXrAzGFG | USAT21001768 | 2010-11-09 | 70
Stevie Wonder | Superstition | Talking Book | 00:04:26 | 4N0TP4Rmj6QQezWV88ARNJ | USMO17200984 | 1972-10-28 | 70
The All-American Rejects | Dirty Little Secret | Move Along | 00:03:13 | 5lDriBxJd22IhOH9zTcFrV | USDW10500128 | 2005-01-01 | 74
The All-American Rejects | Move Along | Move Along | 00:03:58 | 2l57cfmCnOkwNX1tky02n1 | USDW10500125 | 2005-01-01 | 72
The All-American Rejects | It Ends Tonight | Move Along | 00:04:04 | 1FMHNVeJ9s1x1l1WlaRs2I | USDW10500174 | 2005-01-01 | 64
Young the Giant | Silvertongue | Home of the Strange | 00:03:17 | 0yTJtxZJ5VLfBEHhiNUNeY | USAT21601323 | 2016-08-12 | 60
Bowling For Soup | Stacy's Mom | I've Never Done Anything Like This | 00:03:13 | 19Js5ypV6JKn4DMExHQbGc | USZCN1100160 | 2011-04-26 | 7
Fox Stevenson | Broken Man | Killjoy | 00:03:06 | 23819loyFZy90ggmhIMOfu | QZ8GX1700649 | 2019-10-18 | 0
Miley Cyrus | We Can't Stop | Bangerz (Deluxe Version) | 00:03:51 | 2y4lAQpi5VTNLu2ldeTdUH | USRC11300686 | 2013-10-04 | 83
Swedish House Mafia; John Martin | Don't You Worry Child - Radio Edit | Don't You Worry Child | 00:03:32 | 2V65y3PX4DkRhy1djlxd9p | GBAAA1200728 | 2012-09-14 | 83
Ocean Park Standoff | Lost Boys | Ocean Park Standoff | 00:03:49 | 434j2chLPaquCFLIKCcxAB | USHR11737824 | 2017-03-03 | 46
David Guetta; AFROJACK; Bebe Rexha; Nicki Minaj | Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) | Listen (Deluxe) | 00:03:12 | 5b2bu6yyATC1zMXDGScJ2d | GB28K1400058 | 2014-11-10 | 64
Simple Plan | I'm Just a Kid | No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition) | 00:03:18 | 6otiaV2fagE3s8IvP6WkwG | USAT20111234 | 2002-03-19 | 76
Kanye West | Heartless | 808s & Heartbreak | 00:03:31 | 4EWCNWgDS8707fNSZ1oaA5 | USUM70840511 | 2008-11-24 | 86
Kanye West; Jeezy | Amazing | 808s & Heartbreak | 00:03:58 | 0m3Ze0cy8qBHSsV2exAfCw | USUM70846401 | 2008-11-24 | 66
Kanye West | Love Lockdown | 808s & Heartbreak | 00:04:30 | 1kxeWHF9PrCVZHvVskv8lg | USUM70837229 | 2008-11-24 | 67
Kanye West; Mr Hudson | Paranoid | 808s & Heartbreak | 00:04:37 | 0w2piYWj1F2bzUftzGJgK9 | USUM70846402 | 2008-11-24 | 65
Britney Spears | ...Baby One More Time | ...Baby One More Time (Digital Deluxe Version) | 00:03:31 | 3MjUtNVVq3C8Fn0MP3zhXa | USJI19810404 | 1999-01-12 | 85
Capital Cities | Safe And Sound | In A Tidal Wave Of Mystery (Deluxe Edition) | 00:03:12 | 6Z8R6UsFuGXGtiIxiD8ISb | USCA21203108 | 2013 | 21
DNCE | Cake By The Ocean | DNCE | 00:03:39 | 76hfruVvmfQbw0eYn1nmeC | USUM71514637 | 2016-11-18 | 84
Sleepwalkers | Cheers | Greenwood Shade | 00:03:06 | 4ZJKDXyqBradNtcyYe1S79 | ushm81403667 | 2014-07-11 | 22
Scissor Sisters | I Can't Decide | Ta-Dah | 00:02:46 | 1zyGFId8xHOcRmCmehrwlc | GBUM70602614 | 2006-01-01 | 67
Sonu Nigam; Shaan; Palash Sen; Kailash Kher | Mahabali Maharudra | Hanuman (Original Motion Picture Soundtrack) | 00:04:41 | 1tPRXS1z1MFLMJfcNUnrlK | USCHR1398143 | 2013-02-15 | 30
Maxine Nightingale | Right Back Where We Started From | Right Back Where We Started From | 00:03:12 | 00s8dO3RWrFkBqC9JIy6ag | GBAYE7500076 | 2019-06-14 | 58
OneRepublic | Nobody - from Kaiju No. 8 | Nobody (from Kaiju No. 8) | 00:02:33 | 47N81NMkB488fuOwOC3Oip | USUM72403147 | 2024-04-12 | 71
COIN | Crash My Car | Dreamland | 00:03:08 | 0X5mtNbqxbiTYkwj0CQc2f | USSM11902799 | 2020-02-21 | 1
Gym Class Heroes | Coming Clean | The Quilt | 00:03:00 | 2aSatwKub5uoLa30Yy1yQ6 | USAT20803308 | 2008-09-08 | 20
Selena Gomez | Come & Get It | Stars Dance (Bonus Track Version) | 00:03:51 | 6LoQHIo74tOzQ8EsLEkhgF | USHR11334422 | 2013-01-01 | 74
Relient K | Be My Escape | Mmhmm | 00:04:00 | 3Vi93V7o1tT28Cut4gSWi3 | USGOT0406068 | 2004-11-02 | 1
3OH!3 | CLAUSTROPHOBIA | NIGHT SPORTS | 00:03:26 | 2lDKzmnLQo0bz9X8ClB5W1 | USAT21600616 | 2016-05-13 | 41
Twenty One Pilots | Stressed Out | Blurryface | 00:03:22 | 3CRDbSIZ4r5MsZ0YwxuEkn | USAT21500597 | 2015-05-15 | 88
Twenty One Pilots | Ride | Blurryface | 00:03:34 | 2Z8WuEywRWYTKe1NybPQEW | USAT21500598 | 2015-05-15 | 86
Twenty One Pilots | Tear in My Heart | Blurryface | 00:03:08 | 3bnVBN67NBEzedqQuWrpP4 | USAT21500390 | 2015-05-15 | 79
Neon Trees | Losing My Head | Losing My Head | 00:03:19 | 71dHLCNMxrjaI7kGDiwZc3 | QM7YK2300234 | 2023-09-15 | 31
Twista; Kanye West; Jamie Foxx | Slow Jamz | The College Dropout | 00:05:16 | 32UioUCnMFsr2UN7SvDyXj | USAT20303708 | 2004-02-13 | 0
Kanye West | Through The Wire | The College Dropout | 00:03:41 | 3KUpGMnZL76I9E7FoWV1re | USDJ20400086 | 2004-02-13 | 1
Jessie J; B.o.B | Price Tag | Who You Are (Platinum Edition) | 00:03:43 | 5mvKuE9Lf9ARVXVXA32kK9 | USUM71029357 | 2011-01-01 | 68
Jessie J | Domino | Who You Are (Platinum Edition) | 00:03:51 | 6MAdEUilV2p9RQUqE5bMAK | USUM71113573 | 2011-01-01 | 71
Coolio; L.V. | Gangsta's Paradise (feat. L.V.) | Gangsta's Paradise | 00:04:01 | 3u9fHuAtjMY1RW2mZfO4Cf | USTB10250016 | 1995-11-07 | 7
Aqua | Barbie Girl | Aquarium (Special Edition) | 00:03:17 | 5ZrDlcxIDZyjOzHdYW1ydr | DKBKA9700403 | 1997-01-01 | 78
The Fray | You Found Me | The Fray | 00:04:01 | 4IoYz8XqqdowINzfRrFnhi | USSM10803009 | 2009-02-02 | 81
Green Day | Holiday | Greatest Hits: God's Favorite Band | 00:03:52 | 4VgEM12OeaN3GyBV487Me7 | USRE10400984 | 2017-11-17 | 65
Green Day | Boulevard of Broken Dreams | Greatest Hits: God's Favorite Band | 00:04:22 | 5GorCbAP4aL0EJ16frG2hd | USRE10400985 | 2017-11-17 | 75
khai dreams | Sunkissed | Now and Then | 00:02:06 | 1tD8J13a74q8fBqXwAP50j | QZFZ21993822 | 2019-10-11 | 1
Black Eyed Peas | I Gotta Feeling | THE E.N.D. (THE ENERGY NEVER DIES) | 00:04:49 | 2H1047e0oMSj10dgp7p2VG | USUM70965169 | 2009-01-01 | 79
WALK THE MOON | Shut Up and Dance | TALKING IS HARD | 00:03:19 | 4kbj5MwxO1bq9wjT5g9HaA | USRC11401949 | 2014-12-02 | 88
Bruno Mars; Cardi B | Finesse - Remix; feat. Cardi B | Finesse (Remix) [feat. Cardi B] | 00:03:37 | 3Vo4wInECJQuz9BIBMOu8i | USAT21705441 | 2017-12-20 | 79
Nelly | Just A Dream | 5.0 | 00:03:57 | 3ZdJffjzJWFimSQyxgGIxN | USUM71020948 | 2010-11-12 | 78
Maroon 5 | Memories | Memories | 00:03:09 | 2b8fOow8UzyDFAE27YhOZM | USUM71913350 | 2019-09-20 | 34
Ella Henderson | Ghost | Chapter One | 00:03:33 | 4z7gh3aIZV9arbL9jJSc5J | GBHMU1400029 | 2015-01-13 | 58
Tobe Nwigwe; Taylor Janney | DAY ONES (feat. TAYLOR JANNEY) | DAY ONES | 00:03:21 | 0ElOOWJuhRWd41wWpdQ8CX | QZ85M1801027 | 2018-06-17 | 0
GROUPLOVE | Tongue Tied | Never Trust a Happy Song | 00:03:38 | 0GO8y8jQk1PkHzS31d699N | USAT21101334 | 2011-09-02 | 82
Calvin Harris; Rihanna | This Is What You Came For | This Is What You Came For | 00:03:42 | 0azC730Exh71aQlOt9Zj3y | GBARL1600460 | 2016-04-29 | 81
Iggy Azalea; Rita Ora | Black Widow | The New Classic | 00:03:29 | 7pNC5ZIKtwUK0ReSpM3P9f | GBUM71401093 | 2014-01-01 | 69
Imagine Dragons | Natural | Natural | 00:03:09 | 4zIO3ilp5HvTeK3HJHxhMP | USUM71806694 | 2018-07-17 | 7
Anderson .Paak | Who R U? | Oxnard | 00:02:48 | 4kHSIZyIEijaMuZpV8GS1p | ZZOPM1800712 | 2018-11-16 | 42
Fergie; will.i.am | Fergalicious | The Dutchess | 00:04:52 | 1D066zixBwqFYqBhKgdPzp | USUM70609117 | 2006-09-13 | 71
Fergie; Ludacris | Glamorous | The Dutchess | 00:04:06 | 4KTtYhxFtFL7mBwnjkKfLm | USUM70609119 | 2006-09-13 | 73
Fergie | Big Girls Don't Cry (Personal) | The Dutchess | 00:04:28 | 4AniPkv5vgdE1n6VKreiyI | USUM70609115 | 2006-09-13 | 69
Jonas Brothers | Year 3000 | It's About Time | 00:03:21 | 7BbyWKteSctTKe696qf7fw | USSM10602493 | 2006-08-08 | 64
P!nk | Raise Your Glass | Raise Your Glass | 00:03:22 | 1gv4xPanImH17bKZ9rOveR | USLF21000090 | 2010-10-05 | 79
Jay Sean; Lil Wayne | Down | All Or Nothing | 00:03:32 | 7LP4Es66zdY7CyjepqmvAg | USCM50900094 | 2009-01-01 | 10
Mark Ronson; Bruno Mars | Uptown Funk (feat. Bruno Mars) | Uptown Special | 00:04:29 | 32OlwWuMpZ6b0aN2RZOeMS | GBARL1401524 | 2015-01-12 | 88
Eminem; Rihanna | The Monster | The Marshall Mathers LP2 | 00:04:10 | 48RrDBpOSSl1aLVCalGl5C | USUM71314082 | 2013-11-05 | 82
Owl City | Fireflies | Ocean Eyes | 00:03:48 | 3DamFFqW32WihKkTVlwTYQ | USUM70972068 | 2009-01-01 | 81
Shawn Mendes | There's Nothing Holdin' Me Back | Illuminate (Deluxe) | 00:03:19 | 7JJmb5XwzOO8jgpou264Ml | USUM71702833 | 2017-04-20 | 88
Spice Girls | Wannabe | Spice | 00:02:53 | 1Je1IMUlBXcx1Fz0WE7oPT | GBAAA9600008 | 1996-01-01 | 83
Avril Lavigne | Complicated | Let Go | 00:04:04 | 5xEM5hIgJ1jjgcEBfpkt2F | USAR10200223 | 2002-06-04 | 85
Avril Lavigne | Sk8er Boi | Let Go | 00:03:24 | 00Mb3DuaIH1kjrwOku9CGU | USAR10200229 | 2002-06-04 | 80
Alicia Keys | Girl on Fire | Girl on Fire (Remixes) - EP | 00:03:44 | 4esOae7i4rqTbAu9o5Pxco | USRC11201015 | 2012-11-18 | 78
Justin Timberlake | CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS") | CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS") | 00:03:56 | 6JV2JOEocMgcZxYSZelKcc | USRC11600876 | 2016-05-06 | 80
Plain White T's | Rhythm Of Love | Wonders Of The Younger | 00:03:20 | 6MDTpYxPFL0wtFd0pjfKws | USHR11031263 | 2010-01-01 | 62
Saint Motel | For Elise | saintmotelevision | 00:03:23 | 6i40XRqEwHAnSxwZWasMRp | USAT21602340 | 2016-10-21 | 58
You Won't | Ya Ya Ya | Revolutionaries | 00:03:05 | 6OvnqaJyDSMrOMmJg3H9wJ | QM8WT1600004 | 2016-04-29 | 27
Eminem | Not Afraid | Recovery | 00:04:08 | 7Ie9W94M7OjPoZVV216Xus | USUM71011769 | 2010-06-18 | 81
Eminem; Rihanna | Love The Way You Lie | Recovery | 00:04:23 | 15JINEqzVMv3SvJTAXAKED | USUM71015397 | 2010-06-18 | 86
Tove Lo | Habits (Stay High) | Queen Of The Clouds | 00:03:29 | 14OxJlLdcHNpgsm4DRwDOB | SE3NM1300101 | 2014-01-01 | 78
BOYS LIKE GIRLS | The Great Escape | Boys Like Girls | 00:03:26 | 56Tl3UgyZTqfZtvFNS31wm | USSM10603069 | 2006 | 65
Calvin Harris | Summer | Motion | 00:03:42 | 6YUTL4dYpB9xZO5qExPf05 | GBARL1400296 | 2014-10-31 | 87
The Flaming Lips | Do You Realize?? | Yoshimi Battles the Pink Robots | 00:03:33 | 2DFRFqWNahKtFD112H2iEZ | USWB10200893 | 2002-05-13 | 64
Selena Gomez & The Scene | Love You Like A Love Song | When The Sun Goes Down | 00:03:08 | 0laYHRpNTS6i8FXdupHkJ4 | USHR11132668 | 2011-01-01 | 83
R. City; Adam Levine | Locked Away (feat. Adam Levine) | What Dreams Are Made Of | 00:03:47 | 7x5xYW5W42OGPAdHUyyguy | USRC11501369 | 2015-10-09 | 83
The Weeknd; Daft Punk | I Feel It Coming | Starboy | 00:04:29 | 5GXAXm5YOmYT0kL5jHvYBt | USUG11600996 | 2016-11-24 | 80
